case_id,state,district,land_type,acquisition_stage,case_age_days,days_in_stage,number_of_landowners,litigation_present,number_of_objections,compensation_delay_days,previous_stage_delay_days,historical_delay_rate,land_area_hectares,final_additional_delay_days
18cf1e2a,Maharashtra,Maharashtra District 4,Industrial,Objection,159,59,22,0,1,6,10,0.232,8.0,201
af638073,Haryana,Haryana District 1,Industrial,Notification,97,77,34,0,3,6,6,0.3,12.0,154
96ff3ef3,Haryana,Haryana District 2,Agricultural,Objection,280,180,31,1,5,30,40,0.224,11.0,284
f6ba449b,Haryana,Haryana District 3,Agricultural,Compensation,360,180,26,0,3,43,80,0.284,9.0,331
c0c3eb23,Bihar,Bihar District 4,Agricultural,Compensation,287,107,25,0,3,53,12,0.326,8.0,154
923cf756,Haryana,Haryana District 1,Residential,Notification,30,8,20,0,4,0,0,0.107,6.0,111
4d16549a,Uttar Pradesh,Uttar Pradesh District 2,Agricultural,Compensation,360,180,16,0,3,54,80,0.331,5.0,324
d7a5c53d,Chhattisgarh,Chhattisgarh District 3,Agricultural,Notification,74,54,12,1,4,7,31,0.459,3.0,255
4406f1db,Tamil Nadu,Tamil Nadu District 4,Industrial,Possession,285,25,23,0,3,2,2,0.183,7.0,197
fa307a84,Tamil Nadu,Tamil Nadu District 1,Commercial,Notification,48,28,20,0,3,0,4,0.076,6.0,181
0b6f32eb,Punjab,Punjab District 2,Commercial,Possession,283,23,5,0,0,3,0,0.127,2.0,138
2935b701,Haryana,Haryana District 3,Agricultural,Objection,214,114,14,0,1,0,46,0.033,4.0,292
146f06f5,Rajasthan,Rajasthan District 4,Industrial,Notification,60,40,44,0,7,6,0,0.414,16.0,138
d33f41f0,Tamil Nadu,Tamil Nadu District 1,Commercial,Objection,280,180,28,0,4,7,58,0.355,9.0,174
76cfb108,Maharashtra,Maharashtra District 2,Agricultural,Objection,280,180,35,1,7,32,58,0.331,12.0,174
9a2b5e78,Tamil Nadu,Tamil Nadu District 3,Commercial,Possession,306,46,22,0,2,0,16,0.06,7.0,256
9e5578f5,Haryana,Haryana District 4,Agricultural,Possession,279,19,34,0,5,32,0,0.191,12.0,187
8e42c01f,Punjab,Punjab District 1,Agricultural,Notification,39,19,25,0,4,2,0,0.185,8.0,111
9d0c8c4f,Maharashtra,Maharashtra District 2,Industrial,Notification,85,65,27,1,7,2,10,0.364,9.0,192
3e7e5432,Maharashtra,Maharashtra District 3,Agricultural,Possession,288,28,28,0,5,33,4,0.205,9.0,111
657c6eb7,Chhattisgarh,Chhattisgarh District 4,Commercial,Possession,306,46,10,0,0,2,16,0.071,3.0,201
88ed9d95,Madhya Pradesh,Madhya Pradesh District 1,Agricultural,Possession,298,38,36,0,4,0,10,0.114,13.0,154
d5ced432,Haryana,Haryana District 2,Industrial,Objection,188,88,16,0,4,2,0,0.173,4.0,111
e3908ff3,Rajasthan,Rajasthan District 3,Commercial,Notification,200,180,42,1,8,3,80,0.432,15.0,314
6279b26f,Chhattisgarh,Chhattisgarh District 4,Agricultural,Compensation,243,63,18,0,4,45,0,0.091,5.0,111
b8a880d1,Karnataka,Karnataka District 1,Agricultural,Objection,158,58,27,0,2,31,8,0.049,10.0,174
5d892874,Maharashtra,Maharashtra District 2,Industrial,Compensation,271,91,31,1,9,38,26,0.512,10.0,165
4834299b,Madhya Pradesh,Madhya Pradesh District 3,Commercial,Objection,167,67,25,0,4,1,14,0.14,8.0,201
9c9a5cff,Chhattisgarh,Chhattisgarh District 4,Agricultural,Possession,298,38,22,0,3,3,10,0.184,7.0,174
60c8b50e,Punjab,Punjab District 1,Commercial,Objection,192,92,33,0,3,3,31,0.202,12.0,273
9d90e4b8,Chhattisgarh,Chhattisgarh District 2,Agricultural,Objection,264,164,19,1,2,9,29,0.471,7.0,111
3745c142,Karnataka,Karnataka District 3,Agricultural,Compensation,201,21,31,0,3,0,0,0.09,11.0,111
83d58bc5,Bihar,Bihar District 4,Agricultural,Objection,236,136,16,0,2,2,0,0.132,5.0,138
0cd62da6,Andhra Pradesh,Andhra Pradesh District 1,Residential,Notification,46,26,8,0,2,1,2,0.091,2.0,174
daf5831d,Maharashtra,Maharashtra District 2,Industrial,Objection,280,180,41,0,8,34,80,0.328,14.0,313
835e4849,Maharashtra,Maharashtra District 3,Agricultural,Compensation,269,89,15,0,1,63,14,0.329,5.0,236
856839c1,Punjab,Punjab District 4,Commercial,Possession,274,14,34,0,6,1,0,0.221,11.0,111
7a4fb97e,Punjab,Punjab District 1,Industrial,Compensation,242,62,35,0,6,50,0,0.172,12.0,201
7f000565,West Bengal,West Bengal District 2,Commercial,Objection,280,180,25,1,7,34,80,0.423,8.0,154
8b17e2cc,Chhattisgarh,Chhattisgarh District 3,Agricultural,Objection,185,85,29,0,4,2,0,0.201,10.0,197
080c0523,Chhattisgarh,Chhattisgarh District 4,Industrial,Compensation,262,82,36,0,6,33,10,0.313,12.0,111
354a6cb0,Punjab,Punjab District 1,Industrial,Compensation,247,67,8,0,3,58,0,0.112,2.0,154
e4fc06ce,Bihar,Bihar District 2,Agricultural,Objection,149,49,21,0,3,4,2,0.248,7.0,174
36eafb0f,Maharashtra,Maharashtra District 3,Agricultural,Objection,130,30,28,0,4,0,0,0.1,9.0,138
8ef70bd6,Chhattisgarh,Chhattisgarh District 4,Agricultural,Possession,282,22,15,0,2,4,0,0.21,4.0,138
2db019a8,Tamil Nadu,Tamil Nadu District 1,Agricultural,Compensation,274,94,31,1,6,47,13,0.491,10.0,174
43a5538e,Punjab,Punjab District 2,Agricultural,Possession,312,52,28,0,3,2,20,0.157,10.0,256
f0f3adee,Bihar,Bihar District 3,Industrial,Compensation,232,52,21,0,2,57,0,0.315,7.0,192
9eb766b1,Karnataka,Karnataka District 4,Industrial,Compensation,252,72,23,0,3,38,0,0.273,7.0,111
e862d82d,Tamil Nadu,Tamil Nadu District 1,Industrial,Notification,55,35,15,0,3,7,0,0.344,4.0,165
1694ac0d,West Bengal,West Bengal District 2,Agricultural,Compensation,235,55,28,1,7,19,10,0.373,9.0,138
22168487,West Bengal,West Bengal District 3,Agricultural,Compensation,311,131,31,0,4,45,28,0.329,10.0,281
1cd7f579,Karnataka,Karnataka District 4,Agricultural,Possession,283,23,28,0,4,4,0,0.252,9.0,138
2bd7e833,West Bengal,West Bengal District 1,Agricultural,Objection,224,124,29,0,2,4,0,0.196,10.0,197
7da2540e,Karnataka,Karnataka District 2,Commercial,Objection,155,55,26,0,4,30,0,0.084,9.0,138
d2f0c264,Andhra Pradesh,Andhra Pradesh District 3,Agricultural,Notification,41,21,13,1,4,1,10,0.232,4.0,154
d8a85fa3,Uttar Pradesh,Uttar Pradesh District 4,Industrial,Compensation,262,82,19,0,2,6,0,0.097,6.0,111
c9f4e863,West Bengal,West Bengal District 1,Industrial,Compensation,360,180,24,1,6,0,80,0.251,8.0,313
252a5671,Uttar Pradesh,Uttar Pradesh District 2,Industrial,Notification,32,12,28,0,4,3,0,0.233,9.0,111
b23c00e5,Madhya Pradesh,Madhya Pradesh District 3,Industrial,Compensation,242,62,33,0,6,89,0,0.338,11.0,111
91ba2356,Chhattisgarh,Chhattisgarh District 4,Agricultural,Objection,280,180,24,0,5,1,61,0.178,7.0,154
17cf0557,Maharashtra,Maharashtra District 1,Agricultural,Notification,107,87,21,0,3,0,13,0.08,7.0,253
3428ca90,Punjab,Punjab District 2,Commercial,Compensation,320,140,14,0,3,35,33,0.254,4.0,287
f890b83e,West Bengal,West Bengal District 3,Agricultural,Objection,280,180,24,0,3,3,80,0.179,8.0,329
1ab59697,Maharashtra,Maharashtra District 4,Industrial,Notification,124,104,14,0,1,32,24,0.081,5.0,138
dc49cd7b,Karnataka,Karnataka District 1,Residential,Compensation,246,66,17,1,6,45,10,0.236,5.0,187
823aaf7b,Punjab,Punjab District 2,Industrial,Compensation,267,87,20,0,4,35,0,0.272,6.0,187
78070929,Andhra Pradesh,Andhra Pradesh District 3,Residential,Compensation,322,142,21,0,2,44,50,0.25,7.0,290
6d62cc62,Haryana,Haryana District 4,Industrial,Compensation,248,68,22,0,3,33,0,0.237,7.0,187
45169dd8,Karnataka,Karnataka District 1,Residential,Objection,129,29,32,0,3,4,0,0.262,11.0,201
d9b0d192,Maharashtra,Maharashtra District 2,Agricultural,Objection,226,126,36,0,7,4,0,0.325,12.0,197
42be587b,Punjab,Punjab District 3,Agricultural,Objection,165,65,27,0,2,4,14,0.21,9.0,201
e1e24776,Punjab,Punjab District 4,Commercial,Possession,274,14,16,0,4,6,0,0.348,4.0,138
b7620598,Tamil Nadu,Tamil Nadu District 1,Industrial,Objection,212,112,21,0,3,2,0,0.17,7.0,154
72a59a6b,West Bengal,West Bengal District 2,Industrial,Objection,280,180,14,0,1,35,80,0.171,5.0,316
15fadfce,Haryana,Haryana District 3,Agricultural,Notification,42,22,21,0,4,2,0,0.186,6.0,165
28d959b3,Maharashtra,Maharashtra District 4,Industrial,Compensation,360,180,23,0,2,22,70,0.165,8.0,307
5d77242b,Andhra Pradesh,Andhra Pradesh District 1,Agricultural,Compensation,284,104,21,0,3,63,24,0.135,7.0,197
93f8c9e7,Maharashtra,Maharashtra District 2,Agricultural,Objection,175,75,21,0,3,0,0,0.084,7.0,111
db61a4ef,Uttar Pradesh,Uttar Pradesh District 3,Commercial,Notification,30,10,13,0,3,5,0,0.257,3.0,181
5b4be8e8,West Bengal,West Bengal District 4,Agricultural,Possession,282,22,27,0,3,0,0,0.092,9.0,181
87a35642,Punjab,Punjab District 1,Residential,Compensation,360,180,19,0,3,78,68,0.216,6.0,138
31f9ca54,Chhattisgarh,Chhattisgarh District 2,Agricultural,Objection,263,163,34,0,3,2,18,0.147,12.0,165
f5b6bbd8,Bihar,Bihar District 3,Industrial,Notification,70,50,33,0,5,33,0,0.204,11.0,138
47e92317,Haryana,Haryana District 4,Commercial,Notification,62,42,16,0,3,33,13,0.152,5.0,165
ed5a2ae5,West Bengal,West Bengal District 1,Industrial,Objection,255,155,14,0,3,36,14,0.3,4.0,174
a7b3934f,West Bengal,West Bengal District 2,Industrial,Notification,48,28,22,0,3,4,0,0.233,7.0,174
9667b501,Tamil Nadu,Tamil Nadu District 3,Agricultural,Notification,122,102,46,0,6,2,23,0.226,17.0,187
ad915afc,Rajasthan,Rajasthan District 4,Residential,Notification,75,55,9,0,3,30,0,0.058,2.0,174
7771d28b,Haryana,Haryana District 1,Agricultural,Possession,287,27,9,0,2,36,3,0.23,3.0,165
b2dc7a5b,Bihar,Bihar District 2,Agricultural,Compensation,360,180,17,1,3,41,80,0.36,6.0,319
301db0d2,Madhya Pradesh,Madhya Pradesh District 3,Agricultural,Objection,155,55,10,0,0,3,6,0.108,3.0,211
98874e3a,Madhya Pradesh,Madhya Pradesh District 4,Agricultural,Objection,203,103,30,0,3,6,0,0.287,10.0,111
04950cf5,Karnataka,Karnataka District 1,Industrial,Notification,36,16,21,0,2,2,0,0.111,7.0,154
a40fa85d,Madhya Pradesh,Madhya Pradesh District 2,Agricultural,Compensation,236,56,39,1,5,4,10,0.257,14.0,111
cc5b5c8c,West Bengal,West Bengal District 3,Industrial,Objection,184,84,28,0,4,3,0,0.221,9.0,111
4187cc83,Rajasthan,Rajasthan District 4,Agricultural,Notification,106,86,40,0,4,4,12,0.269,14.0,165
dd11e4f2,Chhattisgarh,Chhattisgarh District 1,Agricultural,Possession,280,20,7,0,0,6,0,0.234,2.0,138
72ccabb7,Maharashtra,Maharashtra District 2,Industrial,Objection,280,180,42,0,6,0,46,0.17,15.0,174
8903e120,Uttar Pradesh,Uttar Pradesh District 3,Agricultural,Compensation,259,79,18,0,3,4,8,0.116,5.0,138
a62983bb,Haryana,Haryana District 4,Agricultural,Objection,280,180,18,0,3,33,34,0.187,6.0,181
566aabcc,West Bengal,West Bengal District 1,Agricultural,Objection,178,78,22,1,6,5,32,0.442,7.0,138
75ef602d,Chhattisgarh,Chhattisgarh District 2,Agricultural,Objection,277,177,18,0,2,3,28,0.16,6.0,154
a7e98c19,West Bengal,West Bengal District 3,Agricultural,Objection,128,28,31,0,4,2,0,0.183,10.0,181
dc647284,Haryana,Haryana District 4,Industrial,Notification,67,47,11,0,1,4,16,0.196,3.0,262
7d2b32a5,Uttar Pradesh,Uttar Pradesh District 1,Agricultural,Notification,122,102,22,0,2,0,23,0.054,7.0,138
e7bea040,Uttar Pradesh,Uttar Pradesh District 2,Industrial,Notification,121,101,36,0,6,4,22,0.312,12.0,271
2ca01412,Rajasthan,Rajasthan District 3,Agricultural,Compensation,319,139,15,0,4,5,48,0.128,4.0,154
3e4f051f,Chhattisgarh,Chhattisgarh District 4,Agricultural,Objection,280,180,7,0,3,33,80,0.139,2.0,302
fa8f52f0,Maharashtra,Maharashtra District 1,Agricultural,Objection,272,172,23,0,1,3,25,0.142,8.0,111
89e7054d,Bihar,Bihar District 2,Agricultural,Compensation,319,139,17,0,1,35,48,0.188,6.0,299
f63ba36c,Punjab,Punjab District 3,Industrial,Notification,94,74,25,0,5,2,34,0.199,8.0,278
83e7f7ec,Madhya Pradesh,Madhya Pradesh District 4,Agricultural,Notification,103,83,16,0,2,4,10,0.193,5.0,174
f2404c4f,West Bengal,West Bengal District 1,Agricultural,Objection,218,118,21,0,5,1,0,0.166,6.0,165
31eea940,West Bengal,West Bengal District 2,Residential,Compensation,294,114,36,0,5,10,31,0.174,13.0,111
4f637047,Madhya Pradesh,Madhya Pradesh District 3,Industrial,Notification,88,68,23,0,2,3,0,0.173,8.0,201
5972f4c9,Punjab,Punjab District 4,Agricultural,Objection,280,180,26,0,3,1,44,0.129,9.0,197
a136c442,Bihar,Bihar District 1,Residential,Possession,284,24,31,0,4,3,1,0.222,10.0,197
d1798822,Rajasthan,Rajasthan District 2,Agricultural,Notification,190,170,32,0,7,0,68,0.196,10.0,315
b75c98d7,Bihar,Bihar District 3,Industrial,Objection,142,42,16,1,7,37,10,0.528,4.0,154
98a54300,Karnataka,Karnataka District 4,Industrial,Compensation,274,94,23,0,3,38,3,0.272,7.0,201
499aa536,Madhya Pradesh,Madhya Pradesh District 1,Agricultural,Notification,49,29,11,0,2,0,4,0.044,3.0,154
70cb61d3,Maharashtra,Maharashtra District 2,Agricultural,Compensation,229,49,22,0,5,57,0,0.18,7.0,111
11410241,West Bengal,West Bengal District 3,Industrial,Objection,140,40,40,0,3,2,0,0.148,15.0,181
be26ea59,Madhya Pradesh,Madhya Pradesh District 4,Industrial,Compensation,220,40,20,0,1,36,0,0.206,7.0,201
68300ef8,Rajasthan,Rajasthan District 1,Commercial,Notification,151,131,39,0,8,3,42,0.339,13.0,278
a6d4c335,Bihar,Bihar District 2,Agricultural,Objection,264,164,34,0,4,0,20,0.109,12.0,181
f5965602,Maharashtra,Maharashtra District 3,Agricultural,Notification,40,20,25,0,4,4,0,0.254,8.0,165
ec4471c1,Tamil Nadu,Tamil Nadu District 4,Agricultural,Possession,279,19,20,0,0,6,0,0.244,7.0,192
3e392f39,Tamil Nadu,Tamil Nadu District 1,Agricultural,Objection,172,72,17,0,4,2,0,0.182,5.0,192
d7f961a8,Uttar Pradesh,Uttar Pradesh District 2,Agricultural,Possession,276,16,18,0,1,4,0,0.18,6.0,174
c9fb31c9,Bihar,Bihar District 3,Industrial,Compensation,217,37,27,0,2,23,0,0.172,9.0,174
31ef68fe,Tamil Nadu,Tamil Nadu District 4,Commercial,Possession,268,8,24,0,4,7,0,0.362,8.0,111
7a29c489,Punjab,Punjab District 1,Agricultural,Objection,182,82,24,0,2,1,0,0.108,8.0,192
3e71e0dd,Chhattisgarh,Chhattisgarh District 2,Industrial,Possession,317,57,24,0,4,2,23,0.191,8.0,273
dd72f321,Haryana,Haryana District 3,Agricultural,Objection,227,127,34,0,5,1,0,0.182,11.0,201
91aa079d,Madhya Pradesh,Madhya Pradesh District 4,Agricultural,Notification,45,25,31,0,4,3,2,0.233,10.0,154
8016c10d,Tamil Nadu,Tamil Nadu District 1,Agricultural,Notification,44,24,18,0,1,6,1,0.235,6.0,154
054e6f36,West Bengal,West Bengal District 2,Agricultural,Objection,259,159,16,0,3,2,16,0.139,5.0,247
305d3e8e,Punjab,Punjab District 3,Agricultural,Possession,295,35,18,1,6,4,18,0.423,5.0,138
5e2d44e9,Maharashtra,Maharashtra District 4,Industrial,Compensation,322,142,15,1,3,4,44,0.207,5.0,201
e21ec401,Tamil Nadu,Tamil Nadu District 1,Residential,Compensation,260,80,15,0,3,20,8,0.161,4.0,138
f544c3c7,Maharashtra,Maharashtra District 2,Agricultural,Compensation,258,78,21,0,3,81,0,0.218,7.0,111
dab123ab,Karnataka,Karnataka District 3,Commercial,Objection,248,148,23,0,1,2,9,0.098,8.0,165
5df71278,Haryana,Haryana District 4,Agricultural,Compensation,262,82,34,0,4,45,0,0.324,12.0,111
aafc95f6,Uttar Pradesh,Uttar Pradesh District 1,Agricultural,Objection,164,64,11,0,3,3,12,0.2,3.0,181
8fb39c5c,Karnataka,Karnataka District 2,Industrial,Compensation,351,171,22,0,3,20,54,0.183,7.0,138
a88f5e02,Uttar Pradesh,Uttar Pradesh District 3,Commercial,Objection,122,22,19,0,1,2,0,0.103,6.0,192
06a118d2,Maharashtra,Maharashtra District 4,Residential,Compensation,232,52,23,0,3,88,0,0.265,8.0,138
4c9238e2,Uttar Pradesh,Uttar Pradesh District 1,Agricultural,Compensation,334,154,36,0,4,12,58,0.178,13.0,295
f271ed86,Uttar Pradesh,Uttar Pradesh District 2,Agricultural,Compensation,208,28,15,0,4,68,0,0.178,4.0,181
18a3cc27,Bihar,Bihar District 3,Industrial,Possession,289,29,26,0,4,34,4,0.238,9.0,197
5684184a,Bihar,Bihar District 4,Industrial,Objection,161,61,9,0,2,30,10,0.026,3.0,234
c79efdb0,Madhya Pradesh,Madhya Pradesh District 1,Agricultural,Compensation,300,120,24,0,5,98,35,0.347,8.0,201
2e3cc300,Rajasthan,Rajasthan District 2,Agricultural,Notification,47,27,25,0,3,2,3,0.138,8.0,181
0efb45dd,West Bengal,West Bengal District 3,Agricultural,Notification,47,27,15,0,2,0,3,0.067,4.0,165
b07a1400,Karnataka,Karnataka District 4,Residential,Compensation,271,91,25,0,4,61,0,0.39,8.0,111
115c0a76,Maharashtra,Maharashtra District 1,Industrial,Notification,60,40,13,0,1,3,12,0.118,4.0,174
c3a121a7,Andhra Pradesh,Andhra Pradesh District 2,Industrial,Objection,280,180,15,1,3,5,80,0.356,5.0,315
c463a568,Madhya Pradesh,Madhya Pradesh District 3,Commercial,Objection,192,92,17,0,2,0,0,0.057,5.0,192
a1aef500,Rajasthan,Rajasthan District 4,Agricultural,Notification,72,52,21,0,2,4,0,0.181,7.0,165
4dede776,Chhattisgarh,Chhattisgarh District 1,Industrial,Notification,33,13,23,0,3,1,0,0.119,7.0,174
73ca725c,Maharashtra,Maharashtra District 2,Commercial,Objection,146,46,30,0,4,2,0,0.188,10.0,197
3bcc2f6f,Bihar,Bihar District 3,Agricultural,Notification,82,62,18,0,2,30,0,0.031,6.0,181
098d7a6c,Madhya Pradesh,Madhya Pradesh District 4,Commercial,Possession,294,34,14,0,2,4,8,0.208,4.0,181
62cb2002,Maharashtra,Maharashtra District 1,Industrial,Compensation,281,101,20,0,0,24,22,0.125,7.0,197
6f959b3c,Karnataka,Karnataka District 2,Agricultural,Notification,57,37,10,0,2,32,10,0.11,3.0,228
711e8c99,Rajasthan,Rajasthan District 3,Agricultural,Compensation,254,74,18,0,2,6,4,0.09,6.0,197
e2febfcc,Maharashtra,Maharashtra District 4,Commercial,Compensation,334,154,26,0,2,2,58,0.062,9.0,299
00f69142,Uttar Pradesh,Uttar Pradesh District 1,Residential,Objection,280,180,21,0,5,3,32,0.242,6.0,197
20376c38,Uttar Pradesh,Uttar Pradesh District 2,Agricultural,Notification,198,178,27,0,3,4,74,0.234,9.0,316
6d5f904e,Bihar,Bihar District 3,Commercial,Notification,108,88,24,1,6,0,24,0.251,8.0,111
88795ec4,Maharashtra,Maharashtra District 4,Industrial,Notification,174,154,11,1,5,5,68,0.406,3.0,306
9207657c,Haryana,Haryana District 1,Commercial,Notification,53,33,23,0,1,5,7,0.221,8.0,174
2ff4e6f2,West Bengal,West Bengal District 2,Commercial,Possession,271,11,38,0,4,0,0,0.108,14.0,174
8ad16f91,Karnataka,Karnataka District 3,Agricultural,Possession,274,14,26,0,5,6,0,0.364,8.0,165
a002be30,Tamil Nadu,Tamil Nadu District 4,Residential,Compensation,268,88,15,0,1,44,0,0.239,5.0,165
32b6834a,Punjab,Punjab District 1,Industrial,Notification,40,20,35,0,4,4,0,0.269,12.0,165
e0b4b70c,Karnataka,Karnataka District 2,Industrial,Compensation,238,58,29,0,2,0,0,0.047,10.0,181
6762d7bd,Bihar,Bihar District 3,Industrial,Objection,175,75,31,0,5,4,20,0.317,10.0,248
272e3dbc,Bihar,Bihar District 4,Agricultural,Compensation,217,37,22,0,5,40,0,0.336,6.0,165
f44512ad,Andhra Pradesh,Andhra Pradesh District 1,Agricultural,Notification,53,33,23,0,3,35,7,0.254,8.0,197
77f40e51,Rajasthan,Rajasthan District 2,Commercial,Objection,161,61,28,0,1,3,10,0.152,10.0,192
c7b1013b,Tamil Nadu,Tamil Nadu District 3,Agricultural,Objection,145,45,18,0,0,0,0,0.02,6.0,111
8d9c5759,Madhya Pradesh,Madhya Pradesh District 4,Agricultural,Compensation,360,180,29,0,4,32,80,0.255,10.0,323
16cc8788,Punjab,Punjab District 1,Residential,Objection,236,136,10,0,0,3,60,0.116,3.0,302
03873818,Andhra Pradesh,Andhra Pradesh District 2,Agricultural,Compensation,287,107,23,1,7,62,36,0.354,7.0,111
9ec1367f,Bihar,Bihar District 3,Residential,Possession,288,28,18,0,2,36,4,0.247,6.0,111
74067aee,Maharashtra,Maharashtra District 4,Commercial,Compensation,284,104,12,0,4,77,24,0.224,3.0,181
4d12d466,Chhattisgarh,Chhattisgarh District 1,Agricultural,Notification,66,46,7,0,2,0,0,0.055,2.0,201
6d4f3434,Bihar,Bihar District 2,Residential,Compensation,278,98,35,1,9,63,16,0.388,12.0,174
49c38984,Punjab,Punjab District 3,Industrial,Objection,132,32,33,0,6,5,0,0.349,11.0,111
fea0f10f,Rajasthan,Rajasthan District 4,Agricultural,Compensation,233,53,16,0,3,77,0,0.192,5.0,201
88f5aec3,Madhya Pradesh,Madhya Pradesh District 1,Agricultural,Objection,190,90,32,0,4,5,30,0.286,11.0,138
39ac3fbc,West Bengal,West Bengal District 2,Agricultural,Compensation,360,180,18,0,1,43,66,0.224,6.0,154
1c5ab6c8,Madhya Pradesh,Madhya Pradesh District 3,Agricultural,Notification,87,67,18,0,5,3,0,0.233,5.0,174
36247a23,Maharashtra,Maharashtra District 4,Industrial,Notification,59,39,7,0,3,33,11,0.172,2.0,230
cb4adaf8,Bihar,Bihar District 1,Residential,Objection,145,45,17,0,2,4,0,0.216,5.0,181
31e90e63,Chhattisgarh,Chhattisgarh District 2,Commercial,Notification,41,21,26,0,3,2,0,0.151,9.0,111
9bd3208a,Rajasthan,Rajasthan District 3,Agricultural,Notification,70,50,15,0,1,1,0,0.083,5.0,111
26d958db,Uttar Pradesh,Uttar Pradesh District 4,Industrial,Notification,36,16,7,0,0,1,0,0.032,2.0,111
4c7c55fd,Rajasthan,Rajasthan District 1,Agricultural,Compensation,225,45,22,0,3,11,0,0.142,7.0,181
8f15039c,Uttar Pradesh,Uttar Pradesh District 2,Commercial,Possession,276,16,10,0,3,35,0,0.252,3.0,174
a94567d9,Rajasthan,Rajasthan District 3,Agricultural,Possession,310,50,26,0,4,5,18,0.297,8.0,256
2f9be1b2,Andhra Pradesh,Andhra Pradesh District 4,Residential,Notification,77,57,40,0,6,3,0,0.276,14.0,174
f7cd42b6,Maharashtra,Maharashtra District 1,Commercial,Compensation,304,124,29,1,7,19,48,0.375,9.0,138
09b55024,Madhya Pradesh,Madhya Pradesh District 2,Agricultural,Compensation,267,87,18,0,0,17,0,0.077,6.0,111
5a717bb4,Punjab,Punjab District 3,Agricultural,Possession,275,15,20,0,3,2,0,0.13,6.0,174
607abd4f,Haryana,Haryana District 4,Agricultural,Possession,323,63,6,0,1,0,27,0.038,2.0,267
fe28606d,Uttar Pradesh,Uttar Pradesh District 1,Agricultural,Objection,179,79,21,0,3,4,22,0.228,7.0,257
3a58cf63,West Bengal,West Bengal District 2,Industrial,Notification,35,15,15,0,3,9,0,0.405,4.0,181
d75ee95c,Haryana,Haryana District 3,Agricultural,Possession,286,26,24,0,2,32,2,0.117,8.0,138
61486cca,Tamil Nadu,Tamil Nadu District 4,Agricultural,Notification,42,22,13,0,2,1,0,0.102,4.0,138
c5b0821b,Punjab,Punjab District 1,Agricultural,Possession,278,18,20,0,4,33,0,0.2,6.0,201
1cc48196,Karnataka,Karnataka District 2,Industrial,Notification,55,35,27,1,6,4,18,0.409,9.0,192
2182b242,Bihar,Bihar District 3,Agricultural,Notification,67,47,27,1,7,32,10,0.361,9.0,192
1022ac7c,Punjab,Punjab District 4,Residential,Objection,207,107,27,0,0,3,0,0.101,10.0,187
0da444f7,Chhattisgarh,Chhattisgarh District 1,Agricultural,Notification,113,93,23,0,2,0,17,0.063,8.0,138
9269cc26,Haryana,Haryana District 2,Industrial,Compensation,251,71,19,0,2,20,0,0.163,6.0,181
9ee0d11b,Maharashtra,Maharashtra District 3,Industrial,Notification,35,15,23,0,1,34,0,0.131,8.0,111
2aa25555,West Bengal,West Bengal District 4,Agricultural,Notification,42,22,28,0,3,33,0,0.18,10.0,187
5741cb53,West Bengal,West Bengal District 1,Commercial,Notification,30,10,33,0,6,35,0,0.322,11.0,187
2568c36d,Punjab,Punjab District 2,Industrial,Objection,228,128,33,0,4,0,56,0.107,11.0,302
63fe8c54,Madhya Pradesh,Madhya Pradesh District 3,Agricultural,Objection,115,15,16,0,3,1,0,0.099,5.0,154
14883e15,Madhya Pradesh,Madhya Pradesh District 4,Residential,Compensation,314,134,21,0,2,25,44,0.168,7.0,181
8b7901e7,Tamil Nadu,Tamil Nadu District 1,Industrial,Compensation,232,52,35,0,7,38,0,0.361,11.0,201
61e5139f,West Bengal,West Bengal District 2,Residential,Compensation,352,172,6,0,1,21,70,0.131,2.0,305
8a15a283,Maharashtra,Maharashtra District 3,Industrial,Notification,52,32,24,1,4,31,16,0.247,8.0,181
4050a500,Haryana,Haryana District 4,Industrial,Objection,129,29,14,0,2,1,0,0.106,4.0,181
ba949e21,Chhattisgarh,Chhattisgarh District 1,Industrial,Objection,138,38,46,0,7,3,0,0.324,16.0,197
967623f5,Karnataka,Karnataka District 2,Industrial,Compensation,203,23,25,0,3,46,0,0.29,8.0,187
31524e56,Uttar Pradesh,Uttar Pradesh District 3,Industrial,Objection,165,65,28,0,2,0,14,0.068,10.0,201
ddc35374,Chhattisgarh,Chhattisgarh District 4,Agricultural,Possession,316,56,28,0,4,6,22,0.329,9.0,271
ae823f84,Andhra Pradesh,Andhra Pradesh District 1,Commercial,Objection,138,38,26,0,3,5,0,0.287,9.0,165
79fe57f5,Tamil Nadu,Tamil Nadu District 2,Agricultural,Notification,91,71,25,0,3,0,2,0.094,8.0,197
0b5e552c,Chhattisgarh,Chhattisgarh District 3,Residential,Possession,288,28,21,0,3,2,4,0.163,7.0,197
4f3ea4d9,Andhra Pradesh,Andhra Pradesh District 4,Industrial,Objection,196,96,27,0,3,4,34,0.258,9.0,192
40e227a6,Karnataka,Karnataka District 1,Agricultural,Notification,78,58,28,0,5,6,24,0.351,9.0,273
6fb2ed04,Karnataka,Karnataka District 2,Commercial,Objection,134,34,19,0,1,2,0,0.108,6.0,111
7f2798e0,Uttar Pradesh,Uttar Pradesh District 3,Residential,Compensation,218,38,26,0,3,10,0,0.135,9.0,111
85191935,Maharashtra,Maharashtra District 4,Residential,Objection,280,180,35,1,7,0,80,0.313,12.0,192
