case_id,state,district,land_type,acquisition_stage,case_age_days,days_in_stage,number_of_landowners,litigation_present,number_of_objections,compensation_delay_days,previous_stage_delay_days,historical_delay_rate,land_area_hectares,final_additional_delay_days
LA00533,Rajasthan,Udaipur,Residential,Compensation,117,117,37,1,9,68,24,0.219,1.31,266
LA00534,Gujarat,Ahmedabad,Agricultural,Notification,65,61,57,0,6,26,20,0.195,16.92,213
LA00535,Uttar Pradesh,Varanasi,Agricultural,Possession,103,62,59,1,17,26,40,0.354,7.48,253
LA00536,Rajasthan,Udaipur,Agricultural,Compensation,407,115,12,0,2,29,64,0.028,22.28,126
LA00537,Maharashtra,Nashik,Residential,Compensation,251,69,40,1,14,74,66,0.299,9.32,302
LA00538,Rajasthan,Jodhpur,Industrial,Objection,47,47,44,0,8,4,18,0.389,7.88,161
LA00539,Uttar Pradesh,Kanpur,Agricultural,Notification,109,109,50,0,5,4,66,0.262,10.72,210
LA00540,Rajasthan,Jodhpur,Agricultural,Compensation,43,43,21,0,2,48,66,0.22,2.75,180
LA00541,Madhya Pradesh,Indore,Agricultural,Compensation,413,51,52,1,10,81,4,0.469,35.1,275
LA00542,Rajasthan,Udaipur,Agricultural,Objection,247,156,30,1,6,30,25,0.208,5.08,221
LA00543,Gujarat,Rajkot,Industrial,Objection,62,62,24,0,7,2,1,0.111,5.14,131
LA00544,Gujarat,Surat,Agricultural,Objection,134,134,10,0,2,16,80,0.18,26.9,158
LA00545,Madhya Pradesh,Jabalpur,Agricultural,Compensation,320,65,20,0,2,60,38,0.103,9.46,143
LA00546,Rajasthan,Jodhpur,Agricultural,Objection,309,8,59,0,11,1,21,0.364,5.83,195
LA00547,Maharashtra,Aurangabad,Industrial,Possession,415,163,43,0,7,13,72,0.379,11.18,244
LA00548,Uttar Pradesh,Kanpur,Agricultural,Notification,42,42,44,0,7,29,55,0.132,13.82,142
LA00549,Uttar Pradesh,Agra,Residential,Objection,62,62,54,0,10,3,76,0.26,6.56,238
LA00550,Madhya Pradesh,Bhopal,Agricultural,Objection,46,46,17,0,3,4,64,0.13,18.58,77
LA00551,Madhya Pradesh,Gwalior,Agricultural,Compensation,215,45,40,1,10,110,77,0.298,2.07,271
LA00552,Maharashtra,Nashik,Residential,Compensation,372,138,23,0,2,42,17,0.116,9.6,188
LA00553,Madhya Pradesh,Bhopal,Agricultural,Compensation,342,19,51,0,6,107,16,0.231,16.45,210
LA00554,Gujarat,Ahmedabad,Residential,Possession,128,74,26,0,7,1,6,0.184,13.76,120
LA00555,Punjab,Bathinda,Agricultural,Objection,339,67,52,0,11,8,27,0.297,0.79,205
LA00556,Uttar Pradesh,Lucknow,Residential,Compensation,339,120,45,0,8,9,44,0.33,6.51,250
LA00557,Madhya Pradesh,Jabalpur,Commercial,Notification,120,99,47,0,10,30,45,0.262,2.19,225
LA00558,Punjab,Bathinda,Residential,Objection,383,112,56,0,10,4,54,0.385,26.73,231
LA00559,Madhya Pradesh,Bhopal,Agricultural,Compensation,228,88,48,0,6,18,59,0.213,5.0,225
LA00560,Punjab,Patiala,Residential,Notification,57,57,20,0,7,5,66,0.068,23.92,132
LA00561,Uttar Pradesh,Kanpur,Industrial,Compensation,213,33,32,0,3,85,42,0.174,2.19,194
LA00562,Rajasthan,Jodhpur,Agricultural,Compensation,392,131,29,0,1,77,22,0.22,10.92,184
LA00563,Maharashtra,Nagpur,Agricultural,Compensation,357,13,4,0,0,67,35,0.163,7.45,112
LA00564,Gujarat,Surat,Commercial,Compensation,156,20,36,0,6,23,70,0.335,117.22,219
LA00565,Punjab,Amritsar,Agricultural,Compensation,386,132,27,0,8,32,66,0.214,24.0,223
LA00566,Gujarat,Surat,Residential,Objection,213,32,24,0,5,8,74,0.234,22.51,158
LA00567,Gujarat,Rajkot,Commercial,Notification,246,140,7,0,2,11,43,0.218,56.14,161
LA00568,Gujarat,Vadodara,Agricultural,Notification,70,28,31,0,2,18,63,0.13,9.81,130
LA00569,Uttar Pradesh,Agra,Residential,Compensation,499,30,35,0,8,3,33,0.202,6.69,161
LA00570,Uttar Pradesh,Varanasi,Residential,Possession,424,169,7,0,5,7,0,0.336,5.97,132
LA00571,Punjab,Bathinda,Agricultural,Notification,121,36,39,0,11,19,60,0.307,10.26,181
LA00572,Maharashtra,Aurangabad,Industrial,Compensation,294,165,11,0,3,25,7,0.165,0.5,141
LA00573,Gujarat,Vadodara,Agricultural,Compensation,397,66,9,0,2,49,51,0.187,7.41,136
LA00574,Rajasthan,Jodhpur,Agricultural,Possession,267,145,25,0,3,10,80,0.067,9.27,177
LA00575,Rajasthan,Udaipur,Commercial,Compensation,129,129,24,0,7,23,2,0.126,6.32,207
LA00576,Maharashtra,Nashik,Agricultural,Compensation,486,25,55,0,8,72,59,0.208,1.6,209
LA00577,Punjab,Amritsar,Commercial,Compensation,156,63,5,0,3,58,70,0.137,6.36,154
LA00578,Uttar Pradesh,Agra,Agricultural,Possession,187,106,21,0,7,23,50,0.138,1.59,156
LA00579,Punjab,Bathinda,Agricultural,Notification,205,157,45,0,7,0,55,0.259,43.54,211
LA00580,Rajasthan,Kota,Agricultural,Possession,449,37,15,0,2,10,73,0.112,5.71,113
LA00581,Rajasthan,Jodhpur,Residential,Notification,265,37,59,0,6,5,62,0.168,0.94,193
LA00582,Punjab,Amritsar,Commercial,Possession,368,69,45,0,4,4,3,0.316,6.01,206
LA00583,Rajasthan,Jodhpur,Commercial,Notification,454,41,57,0,8,1,62,0.155,18.09,222
LA00584,Rajasthan,Kota,Industrial,Notification,467,52,57,1,13,11,61,0.347,8.81,285
LA00585,Maharashtra,Nashik,Residential,Notification,433,27,7,0,3,6,18,0.02,2.96,66
LA00586,Punjab,Patiala,Commercial,Objection,457,150,28,0,6,23,53,0.12,3.75,190
LA00587,Madhya Pradesh,Indore,Agricultural,Objection,476,145,45,0,7,15,68,0.268,5.55,213
LA00588,Rajasthan,Jodhpur,Industrial,Notification,496,30,1,0,1,24,68,0.184,4.76,76
LA00589,Punjab,Bathinda,Residential,Compensation,332,99,28,0,4,18,70,0.061,2.1,197
LA00590,Punjab,Amritsar,Industrial,Objection,92,92,42,0,6,24,63,0.194,6.91,223
LA00591,Madhya Pradesh,Bhopal,Agricultural,Compensation,83,83,48,1,9,64,9,0.226,1.95,261
LA00592,Punjab,Amritsar,Agricultural,Possession,404,178,25,0,4,30,39,0.127,19.09,169
LA00593,Gujarat,Vadodara,Residential,Compensation,178,117,52,1,13,68,18,0.394,21.57,286
LA00594,Punjab,Ludhiana,Agricultural,Notification,408,125,41,0,11,25,5,0.307,2.71,234
LA00595,Gujarat,Surat,Agricultural,Objection,470,10,3,0,3,5,21,0.02,3.61,49
LA00596,Madhya Pradesh,Bhopal,Industrial,Possession,333,18,17,0,5,30,73,0.194,4.84,160
LA00597,Uttar Pradesh,Kanpur,Agricultural,Notification,389,113,57,0,7,9,48,0.216,7.16,222
LA00598,Madhya Pradesh,Gwalior,Agricultural,Objection,161,161,1,0,1,19,61,0.02,9.55,112
LA00599,Uttar Pradesh,Varanasi,Agricultural,Possession,234,75,7,0,1,10,40,0.112,11.74,76
LA00600,Uttar Pradesh,Agra,Agricultural,Possession,484,118,21,0,4,7,28,0.212,11.47,134
LA00601,Uttar Pradesh,Varanasi,Residential,Objection,414,41,60,0,5,10,39,0.292,34.95,220
LA00602,Madhya Pradesh,Bhopal,Industrial,Compensation,126,85,43,0,10,67,79,0.163,7.85,234
LA00603,Madhya Pradesh,Jabalpur,Industrial,Compensation,471,137,9,0,6,46,23,0.115,2.01,198
LA00604,Rajasthan,Kota,Residential,Compensation,265,121,24,0,4,19,25,0.114,1.48,171
LA00605,Madhya Pradesh,Jabalpur,Residential,Notification,427,25,57,0,4,28,68,0.336,37.93,215
LA00606,Uttar Pradesh,Varanasi,Agricultural,Notification,275,159,14,1,3,2,30,0.321,12.3,171
LA00607,Gujarat,Vadodara,Industrial,Compensation,314,168,35,0,2,31,73,0.287,9.08,268
LA00608,Uttar Pradesh,Agra,Agricultural,Objection,106,88,28,0,5,9,78,0.186,11.58,163
LA00609,Punjab,Patiala,Agricultural,Compensation,189,64,46,1,14,7,5,0.459,8.67,247
LA00610,Punjab,Bathinda,Industrial,Objection,370,98,46,0,4,11,54,0.167,11.4,178
LA00611,Punjab,Bathinda,Industrial,Possession,426,146,50,1,9,11,7,0.516,5.09,263
LA00612,Maharashtra,Aurangabad,Agricultural,Possession,71,71,8,0,1,21,71,0.028,21.23,126
LA00613,Madhya Pradesh,Bhopal,Residential,Compensation,66,10,28,0,3,101,9,0.022,4.37,163
LA00614,Maharashtra,Nagpur,Agricultural,Compensation,356,17,42,0,8,62,71,0.352,2.99,262
LA00615,Madhya Pradesh,Bhopal,Agricultural,Objection,240,147,26,0,4,5,62,0.122,1.36,184
LA00616,Uttar Pradesh,Kanpur,Agricultural,Compensation,429,143,41,0,3,41,43,0.239,5.83,217
LA00617,Gujarat,Rajkot,Agricultural,Notification,62,62,39,0,1,22,16,0.136,26.25,147
LA00618,Gujarat,Ahmedabad,Agricultural,Possession,194,27,23,0,8,28,21,0.366,4.68,117
LA00619,Rajasthan,Kota,Agricultural,Possession,46,35,7,0,1,1,34,0.252,1.86,73
LA00620,Rajasthan,Udaipur,Agricultural,Possession,364,74,59,0,3,18,68,0.416,9.82,205
LA00621,Maharashtra,Aurangabad,Agricultural,Possession,434,45,50,0,12,6,72,0.286,3.85,211
LA00622,Maharashtra,Nashik,Industrial,Possession,103,73,54,0,5,6,40,0.357,34.75,212
LA00623,Rajasthan,Jaipur,Residential,Objection,182,103,18,1,6,25,18,0.251,21.64,197
LA00624,Maharashtra,Aurangabad,Industrial,Possession,428,54,19,0,4,7,45,0.244,2.07,133
LA00625,Uttar Pradesh,Varanasi,Agricultural,Compensation,49,26,20,0,4,96,67,0.125,6.21,152
LA00626,Gujarat,Vadodara,Residential,Objection,478,75,2,0,2,3,43,0.218,3.47,134
LA00627,Maharashtra,Aurangabad,Commercial,Compensation,447,132,11,0,1,6,72,0.084,2.32,108
LA00628,Maharashtra,Pune,Agricultural,Objection,101,101,19,0,5,28,0,0.129,6.99,139
LA00629,Uttar Pradesh,Kanpur,Agricultural,Objection,95,61,60,1,8,28,40,0.369,16.75,255
LA00630,Maharashtra,Pune,Agricultural,Objection,355,59,13,0,2,7,3,0.145,6.81,100
LA00631,Madhya Pradesh,Jabalpur,Agricultural,Notification,34,34,31,0,3,5,49,0.163,4.41,134
LA00632,Gujarat,Vadodara,Agricultural,Compensation,268,35,33,1,6,1,49,0.346,0.81,197
LA00633,Maharashtra,Aurangabad,Agricultural,Possession,61,61,22,0,6,19,25,0.131,3.8,141
LA00634,Maharashtra,Nagpur,Agricultural,Compensation,280,158,56,0,7,44,64,0.353,12.83,274
LA00635,Gujarat,Ahmedabad,Residential,Compensation,194,9,6,0,0,47,77,0.222,1.93,100
LA00636,Madhya Pradesh,Bhopal,Agricultural,Objection,362,175,53,0,13,24,37,0.298,26.64,266
LA00637,Gujarat,Surat,Agricultural,Compensation,444,9,45,0,10,29,35,0.435,4.12,193
LA00638,Gujarat,Vadodara,Residential,Objection,260,85,19,0,4,0,15,0.245,8.97,124
LA00639,Madhya Pradesh,Bhopal,Agricultural,Possession,332,122,47,0,8,14,2,0.432,4.96,235
LA00640,Punjab,Bathinda,Agricultural,Notification,312,62,26,0,4,14,32,0.174,2.28,155
LA00641,Madhya Pradesh,Bhopal,Agricultural,Compensation,493,40,59,1,19,79,35,0.292,11.48,317
LA00642,Punjab,Amritsar,Agricultural,Compensation,138,13,3,0,1,31,62,0.036,4.06,115
LA00643,Punjab,Ludhiana,Agricultural,Compensation,142,133,2,1,4,113,69,0.147,3.21,202
LA00644,Maharashtra,Nashik,Agricultural,Possession,208,11,33,0,10,10,8,0.139,0.69,154
LA00645,Madhya Pradesh,Indore,Agricultural,Objection,376,90,56,1,15,28,12,0.23,27.19,261
LA00646,Gujarat,Ahmedabad,Industrial,Possession,437,74,4,0,1,30,45,0.178,7.43,146
LA00647,Maharashtra,Nagpur,Industrial,Compensation,160,160,47,0,3,36,30,0.102,22.34,220
LA00648,Uttar Pradesh,Varanasi,Agricultural,Compensation,81,81,57,0,9,71,56,0.372,13.74,285
LA00649,Punjab,Bathinda,Agricultural,Compensation,316,148,30,0,12,71,26,0.384,22.34,224
LA00650,Punjab,Amritsar,Agricultural,Possession,311,133,53,0,9,7,33,0.221,4.2,236
LA00651,Maharashtra,Aurangabad,Commercial,Possession,206,100,46,1,11,5,35,0.394,1.87,213
LA00652,Uttar Pradesh,Varanasi,Commercial,Objection,116,66,13,0,3,23,48,0.1,15.84,109
LA00653,Gujarat,Rajkot,Agricultural,Possession,430,34,52,0,12,11,5,0.352,8.42,174
LA00654,Madhya Pradesh,Indore,Agricultural,Compensation,428,175,42,0,5,5,71,0.141,4.63,239
LA00655,Uttar Pradesh,Varanasi,Agricultural,Compensation,382,72,1,0,1,54,27,0.075,15.53,121
LA00656,Uttar Pradesh,Kanpur,Industrial,Possession,302,80,35,0,6,28,17,0.304,10.06,225
LA00657,Madhya Pradesh,Bhopal,Industrial,Objection,153,29,40,0,5,12,51,0.226,14.0,172
LA00658,Uttar Pradesh,Agra,Agricultural,Compensation,219,53,49,0,7,71,10,0.135,2.66,228
LA00659,Rajasthan,Kota,Residential,Notification,62,62,47,1,8,13,47,0.46,19.64,224
LA00660,Gujarat,Ahmedabad,Agricultural,Objection,147,80,29,0,5,5,4,0.088,7.35,152
LA00661,Gujarat,Surat,Residential,Possession,242,108,18,0,4,3,21,0.157,21.86,139
LA00662,Madhya Pradesh,Jabalpur,Industrial,Objection,235,42,12,0,1,8,58,0.171,19.46,135
LA00663,Rajasthan,Jaipur,Agricultural,Objection,67,19,6,0,3,11,30,0.117,14.68,65
LA00664,Gujarat,Surat,Agricultural,Objection,481,160,39,1,8,4,72,0.535,6.61,216
LA00665,Uttar Pradesh,Lucknow,Residential,Compensation,156,81,58,0,8,113,28,0.358,15.02,290
LA00666,Madhya Pradesh,Gwalior,Agricultural,Possession,269,68,5,0,1,28,55,0.083,22.44,68
LA00667,Uttar Pradesh,Lucknow,Commercial,Possession,249,55,43,1,10,27,2,0.399,13.55,242
LA00668,Punjab,Bathinda,Agricultural,Notification,251,120,36,1,4,9,79,0.331,9.05,196
LA00669,Punjab,Ludhiana,Industrial,Compensation,428,104,11,1,6,29,49,0.234,15.06,171
LA00670,Rajasthan,Udaipur,Agricultural,Compensation,381,73,13,1,3,51,57,0.251,4.37,227
LA00671,Punjab,Bathinda,Agricultural,Compensation,438,168,18,0,6,110,26,0.12,33.58,213
LA00672,Uttar Pradesh,Varanasi,Agricultural,Objection,208,163,42,1,9,25,23,0.362,1.37,247
LA00673,Uttar Pradesh,Varanasi,Agricultural,Objection,154,39,18,1,7,5,35,0.217,7.65,159
LA00674,Rajasthan,Jaipur,Agricultural,Compensation,231,118,50,0,7,5,20,0.117,4.92,232
LA00675,Uttar Pradesh,Varanasi,Residential,Compensation,294,175,23,0,7,86,1,0.266,3.89,246
LA00676,Madhya Pradesh,Gwalior,Agricultural,Compensation,188,90,7,0,6,66,54,0.071,10.03,132
LA00677,Uttar Pradesh,Varanasi,Agricultural,Compensation,246,10,6,0,2,5,58,0.116,2.4,109
LA00678,Rajasthan,Udaipur,Agricultural,Possession,101,28,25,0,2,20,54,0.111,63.56,119
LA00679,Uttar Pradesh,Kanpur,Agricultural,Compensation,304,122,25,0,3,26,44,0.115,1.91,161
LA00680,Punjab,Amritsar,Industrial,Objection,366,163,45,0,5,0,42,0.164,2.85,220
LA00681,Madhya Pradesh,Bhopal,Industrial,Possession,278,27,29,0,2,10,79,0.261,2.6,118
LA00682,Rajasthan,Jaipur,Agricultural,Possession,441,101,10,0,1,25,42,0.212,9.01,141
LA00683,Punjab,Amritsar,Commercial,Notification,498,92,13,1,5,26,57,0.238,20.38,156
LA00684,Punjab,Bathinda,Residential,Compensation,456,55,34,0,8,72,33,0.172,12.5,196
LA00685,Gujarat,Vadodara,Industrial,Objection,73,73,21,0,5,22,2,0.028,32.21,129
LA00686,Madhya Pradesh,Indore,Agricultural,Compensation,444,159,41,0,5,0,28,0.297,3.23,220
LA00687,Maharashtra,Pune,Agricultural,Objection,187,47,56,1,6,26,58,0.334,14.28,257
LA00688,Uttar Pradesh,Kanpur,Agricultural,Compensation,242,14,22,1,8,92,51,0.184,5.45,175
LA00689,Maharashtra,Nagpur,Industrial,Objection,224,68,34,0,6,21,56,0.213,9.28,176
LA00690,Madhya Pradesh,Jabalpur,Residential,Compensation,163,60,50,0,5,58,60,0.238,22.39,232
LA00691,Punjab,Patiala,Agricultural,Possession,443,132,13,0,3,5,17,0.02,1.36,99
LA00692,Madhya Pradesh,Gwalior,Agricultural,Objection,330,99,31,0,4,16,65,0.086,54.11,173
LA00693,Punjab,Bathinda,Residential,Possession,485,8,19,0,2,16,57,0.177,6.39,101
LA00694,Punjab,Amritsar,Industrial,Possession,479,64,38,0,7,17,24,0.175,1.48,148
LA00695,Rajasthan,Udaipur,Agricultural,Possession,227,134,45,0,8,25,40,0.294,3.7,230
LA00696,Gujarat,Surat,Residential,Notification,372,88,9,0,1,23,69,0.125,8.19,142
LA00697,Madhya Pradesh,Bhopal,Agricultural,Possession,266,104,12,0,1,9,13,0.208,3.69,115
LA00698,Uttar Pradesh,Agra,Agricultural,Notification,263,51,2,0,2,14,24,0.024,0.95,61
LA00699,Rajasthan,Jaipur,Agricultural,Objection,378,61,1,0,2,2,15,0.106,8.14,76
LA00700,Rajasthan,Jaipur,Commercial,Possession,354,27,4,0,3,24,24,0.151,3.59,83
LA00701,Uttar Pradesh,Varanasi,Industrial,Compensation,459,19,43,0,6,112,16,0.192,14.17,237
LA00702,Uttar Pradesh,Varanasi,Agricultural,Compensation,393,11,55,0,8,4,65,0.379,2.54,223
LA00703,Gujarat,Ahmedabad,Agricultural,Objection,323,114,25,1,6,16,80,0.146,70.92,157
LA00704,Gujarat,Rajkot,Agricultural,Possession,462,32,53,0,10,28,78,0.219,12.35,234
LA00705,Rajasthan,Jaipur,Agricultural,Compensation,78,78,44,0,6,84,29,0.11,9.0,237
LA00706,Uttar Pradesh,Agra,Agricultural,Compensation,389,172,49,0,9,34,75,0.211,13.78,283
LA00707,Rajasthan,Kota,Agricultural,Possession,214,127,45,0,4,5,6,0.233,1.2,138
LA00708,Uttar Pradesh,Agra,Agricultural,Objection,234,106,12,1,6,25,8,0.301,4.5,160
LA00709,Maharashtra,Nagpur,Agricultural,Notification,398,25,32,0,8,20,26,0.196,43.95,154
LA00710,Maharashtra,Aurangabad,Agricultural,Compensation,158,91,32,0,8,59,23,0.16,5.36,207
LA00711,Madhya Pradesh,Bhopal,Commercial,Possession,446,161,39,0,7,28,74,0.107,6.94,230
LA00712,Uttar Pradesh,Lucknow,Agricultural,Objection,265,72,48,0,7,3,61,0.165,4.63,213
LA00713,Madhya Pradesh,Jabalpur,Residential,Objection,194,150,7,0,1,19,61,0.131,31.96,147
LA00714,Madhya Pradesh,Gwalior,Industrial,Notification,184,129,41,0,4,11,65,0.302,5.79,224
LA00715,Punjab,Patiala,Residential,Possession,228,51,50,0,7,7,58,0.235,2.11,201
LA00716,Madhya Pradesh,Indore,Agricultural,Objection,474,29,7,0,2,28,40,0.205,97.4,104
LA00717,Uttar Pradesh,Agra,Agricultural,Compensation,78,7,25,0,2,48,4,0.096,1.87,146
LA00718,Maharashtra,Nagpur,Residential,Possession,269,53,54,0,10,25,1,0.258,6.7,197
LA00719,Gujarat,Vadodara,Agricultural,Notification,423,63,2,0,1,4,79,0.065,3.18,61
LA00720,Uttar Pradesh,Lucknow,Agricultural,Compensation,252,120,10,0,4,56,40,0.245,3.66,171
LA00721,Rajasthan,Kota,Agricultural,Compensation,296,105,49,1,10,66,77,0.382,2.56,303
LA00722,Punjab,Patiala,Agricultural,Possession,194,89,11,1,5,11,2,0.085,4.31,141
LA00723,Punjab,Ludhiana,Agricultural,Objection,94,94,43,0,7,6,51,0.321,19.77,221
LA00724,Rajasthan,Jodhpur,Residential,Objection,331,140,55,0,7,18,22,0.434,1.1,248
LA00725,Madhya Pradesh,Jabalpur,Agricultural,Notification,463,130,30,0,7,26,29,0.179,26.07,167
LA00726,Rajasthan,Kota,Agricultural,Compensation,274,162,30,1,12,119,53,0.237,21.94,274
LA00727,Madhya Pradesh,Bhopal,Commercial,Compensation,233,68,26,0,8,60,40,0.256,12.29,208
LA00728,Rajasthan,Jaipur,Agricultural,Notification,90,90,23,0,1,20,10,0.32,8.38,100
LA00729,Maharashtra,Nagpur,Residential,Objection,474,79,23,0,5,19,80,0.238,9.74,171
LA00730,Uttar Pradesh,Agra,Agricultural,Possession,439,37,34,1,5,8,57,0.179,30.67,221
LA00731,Madhya Pradesh,Jabalpur,Agricultural,Notification,454,30,54,0,6,0,29,0.341,1.29,150
LA00732,Maharashtra,Nagpur,Industrial,Objection,199,21,59,0,6,25,50,0.331,15.29,222
LA00733,Punjab,Bathinda,Agricultural,Compensation,324,173,52,1,12,76,12,0.31,3.5,312
LA00734,Madhya Pradesh,Bhopal,Agricultural,Objection,233,34,8,0,1,21,34,0.213,16.87,108
LA00735,Gujarat,Surat,Industrial,Objection,140,140,19,0,1,16,34,0.184,4.0,141
LA00736,Madhya Pradesh,Bhopal,Residential,Compensation,126,126,46,0,6,119,30,0.358,14.98,283
LA00737,Madhya Pradesh,Gwalior,Residential,Notification,210,82,33,0,3,7,39,0.117,1.57,136
LA00738,Maharashtra,Pune,Agricultural,Compensation,290,165,21,0,4,86,74,0.193,1.36,198
LA00739,Madhya Pradesh,Indore,Agricultural,Compensation,87,87,19,0,4,90,0,0.083,6.6,182
LA00740,Punjab,Amritsar,Residential,Compensation,360,167,8,0,4,87,44,0.136,31.05,206
LA00741,Madhya Pradesh,Bhopal,Agricultural,Notification,245,92,20,0,6,0,76,0.28,12.63,130
LA00742,Madhya Pradesh,Bhopal,Agricultural,Possession,445,57,26,0,3,4,72,0.063,12.54,125
LA00743,Uttar Pradesh,Kanpur,Commercial,Notification,161,12,25,0,2,17,72,0.062,17.46,109
LA00744,Gujarat,Rajkot,Agricultural,Compensation,54,54,33,0,6,33,33,0.284,4.97,157
LA00745,Madhya Pradesh,Bhopal,Agricultural,Objection,176,158,17,0,3,25,45,0.144,13.61,177
LA00746,Maharashtra,Nashik,Agricultural,Compensation,488,99,13,0,6,70,48,0.231,4.14,194
LA00747,Uttar Pradesh,Lucknow,Agricultural,Objection,181,17,54,0,9,15,67,0.222,5.4,198
LA00748,Gujarat,Rajkot,Residential,Notification,361,149,25,1,5,7,77,0.282,6.11,199
LA00749,Gujarat,Surat,Industrial,Compensation,427,57,16,1,6,82,20,0.303,4.28,198
LA00750,Rajasthan,Udaipur,Agricultural,Notification,163,101,39,0,5,21,10,0.243,6.92,172
LA00751,Punjab,Ludhiana,Agricultural,Objection,332,121,33,1,8,24,21,0.168,5.73,179
LA00752,Rajasthan,Jaipur,Agricultural,Compensation,126,30,35,1,9,120,21,0.546,3.64,260
LA00753,Rajasthan,Kota,Agricultural,Possession,200,16,14,0,5,15,24,0.156,6.42,78
LA00754,Punjab,Patiala,Agricultural,Notification,169,18,44,0,5,14,74,0.137,8.63,169
LA00755,Uttar Pradesh,Varanasi,Industrial,Possession,346,173,12,0,4,10,17,0.155,2.46,132
LA00756,Maharashtra,Aurangabad,Agricultural,Compensation,442,173,51,0,11,51,34,0.315,11.22,258
LA00757,Madhya Pradesh,Jabalpur,Agricultural,Possession,148,80,26,0,5,22,28,0.261,4.51,153
LA00758,Maharashtra,Nagpur,Industrial,Compensation,167,79,25,0,5,104,22,0.252,9.01,204
LA00759,Rajasthan,Jodhpur,Agricultural,Compensation,416,76,24,0,5,34,15,0.157,3.8,164
LA00760,Madhya Pradesh,Indore,Industrial,Compensation,247,66,26,0,3,101,80,0.039,21.13,184
LA00761,Gujarat,Ahmedabad,Agricultural,Compensation,271,100,40,1,5,77,50,0.367,19.22,260
LA00762,Uttar Pradesh,Agra,Agricultural,Possession,362,67,30,0,4,14,8,0.062,2.59,137
LA00763,Punjab,Amritsar,Industrial,Notification,94,94,8,0,1,9,53,0.207,12.49,133
LA00764,Punjab,Ludhiana,Agricultural,Objection,440,71,34,0,6,28,49,0.152,31.38,177
LA00765,Maharashtra,Pune,Agricultural,Notification,202,115,17,0,4,15,29,0.198,2.86,120
LA00766,Madhya Pradesh,Gwalior,Agricultural,Possession,340,171,7,0,4,6,63,0.06,3.1,116
LA00767,Uttar Pradesh,Agra,Residential,Objection,233,41,51,0,7,18,64,0.233,15.41,180
LA00768,Maharashtra,Aurangabad,Residential,Compensation,384,16,19,0,8,43,63,0.098,2.0,164
LA00769,Rajasthan,Jodhpur,Agricultural,Possession,318,97,36,0,4,3,51,0.271,3.4,190
LA00770,Maharashtra,Aurangabad,Residential,Possession,111,25,11,0,3,29,35,0.075,2.68,84
LA00771,Uttar Pradesh,Kanpur,Residential,Notification,118,45,21,0,1,29,16,0.217,15.6,118
LA00772,Punjab,Ludhiana,Agricultural,Compensation,443,143,24,0,7,16,3,0.13,3.7,176
LA00773,Rajasthan,Jaipur,Agricultural,Possession,274,78,9,0,2,9,74,0.097,5.56,126
LA00774,Madhya Pradesh,Gwalior,Agricultural,Notification,159,101,59,0,10,25,68,0.309,3.5,254
LA00775,Punjab,Patiala,Agricultural,Compensation,97,97,19,0,2,75,16,0.163,23.3,127
LA00776,Punjab,Amritsar,Agricultural,Objection,90,27,35,0,7,27,65,0.143,3.13,185
LA00777,Maharashtra,Nagpur,Agricultural,Compensation,463,89,34,0,10,116,3,0.275,1.81,234
LA00778,Rajasthan,Udaipur,Agricultural,Compensation,489,11,26,0,4,54,19,0.157,1.74,139
LA00779,Gujarat,Surat,Agricultural,Objection,215,92,36,0,10,9,12,0.27,14.79,175
LA00780,Punjab,Ludhiana,Residential,Notification,124,44,34,0,3,21,27,0.204,15.89,142
LA00781,Punjab,Amritsar,Agricultural,Notification,227,165,5,0,4,7,25,0.152,25.75,111
LA00782,Uttar Pradesh,Varanasi,Industrial,Notification,94,50,41,0,8,24,41,0.207,2.09,159
LA00783,Rajasthan,Udaipur,Industrial,Compensation,288,40,7,0,1,12,37,0.043,5.86,95
LA00784,Rajasthan,Udaipur,Residential,Objection,324,7,27,0,6,7,9,0.221,83.71,111
LA00785,Maharashtra,Aurangabad,Industrial,Objection,494,28,22,0,3,24,12,0.124,5.46,146
LA00786,Uttar Pradesh,Lucknow,Industrial,Compensation,180,43,27,0,5,18,66,0.301,4.21,183
LA00787,Rajasthan,Jodhpur,Agricultural,Compensation,123,45,5,0,2,0,44,0.107,7.24,144
LA00788,Madhya Pradesh,Bhopal,Residential,Compensation,92,92,43,0,2,62,74,0.125,12.55,231
LA00789,Uttar Pradesh,Lucknow,Agricultural,Possession,207,161,26,0,6,0,10,0.136,12.34,174
LA00790,Rajasthan,Udaipur,Residential,Objection,313,155,4,0,1,22,24,0.02,4.0,104
LA00791,Rajasthan,Udaipur,Agricultural,Possession,61,61,1,0,1,4,12,0.171,4.12,71
LA00792,Maharashtra,Pune,Agricultural,Notification,387,163,33,0,2,21,74,0.261,5.49,192
LA00793,Madhya Pradesh,Gwalior,Agricultural,Compensation,246,85,40,0,8,98,12,0.231,3.56,216
LA00794,Madhya Pradesh,Gwalior,Industrial,Possession,403,73,33,0,1,27,64,0.221,2.15,162
LA00795,Maharashtra,Pune,Agricultural,Possession,248,119,44,0,6,30,15,0.239,45.06,208
LA00796,Gujarat,Rajkot,Agricultural,Compensation,103,61,46,0,10,73,58,0.33,4.92,255
LA00797,Punjab,Bathinda,Agricultural,Compensation,40,40,53,0,8,47,36,0.323,5.21,207
